Order;;AccidentType;AccidentType_de;AccidentType_en;types;AccidentSeverityCategory;AccidentSeverityCategory_de;AccidentSeverityCategory_en;AccidentInvolvingPedestrian;AccidentInvolvingBicycle;AccidentInvolvingMotorcycle;RoadType;RoadType_de;RoadType_en;AccidentLocation_CHLV95_E;AccidentLocation_CHLV95_N;CantonCode;MunicipalityCode;AccidentYear;AccidentMonth;AccidentMonth_de;AccidentWeekDay;AccidentWeekDay_de;AccidentHour;AccidentHour_text;;;
1;D10C4C778E70FDF0E053DDB9D80A06FA;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2684442;1247218;ZH;261;2021;10;Oktober;aw407;Sonntag;2;02h-03h;;;
4;D3046D0E86107631E053DDB9D80AB728;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683353;1249555;ZH;261;2021;10;Oktober;aw402;Dienstag;8;08h-09h;;;
4;D1FC456C739395D5E053DDB9D80A58EA;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683429;1247935;ZH;261;2021;10;Oktober;aw402;Dienstag;10;10h-11h;;;
1;CFF38BCBECE65906E053DDB9D80AACD0;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680816;1248011;ZH;261;2021;10;Oktober;aw402;Dienstag;11;11h-12h;;;
3;D5353D0E2634671DE053DDB9D80A796C;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682287;1247480;ZH;261;2021;10;Oktober;aw403;Mittwoch;18;18h-19h;;;
1;D0418594576C1AFBE053DDB9D80A341C;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683158;1247114;ZH;261;2021;10;Oktober;aw403;Mittwoch;19;19h-20h;;;
2;CF405DDCA3E06D63E053DDB9D80A7DBD;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;TRUE;rt432;Hauptstrasse;Principal road;2685382;1246084;ZH;261;2021;10;Oktober;aw404;Donnerstag;18;18h-19h;;;
1;D3CBC72DCA7F7A09E053DDB9D80A155E;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt439;andere;Other;2686244;1248617;ZH;261;2021;10;Oktober;aw405;Freitag;9;09h-10h;;;
2;D2B15BE1E47D20E8E053DDB9D80A2F29;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2685276;1246436;ZH;261;2021;10;Oktober;aw405;Freitag;14;14h-15h;;;
4;D15CC0361598700DE053DDB9D80A30C3;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682974;1246877;ZH;261;2021;10;Oktober;aw405;Freitag;16;16h-17h;;;
4;D041859457F81AFBE053DDB9D80A341C;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682176;1247762;ZH;261;2021;10;Oktober;aw405;Freitag;21;21h-22h;;;
4;D042C4B7BB191557E053DDB9D80A1230;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682935;1247345;ZH;261;2021;10;Oktober;aw405;Freitag;21;21h-22h;;;
1;D2A5B2BC12D92214E053DDB9D80A1C7B;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683564;1248165;ZH;261;2021;10;Oktober;aw406;Samstag;2;02h-03h;;;
1;CFEA442398CE3E25E053DDB9D80AA7E6;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681850;1249411;ZH;261;2021;10;Oktober;aw406;Samstag;18;18h-19h;;;
3;D1752E876230D938E053DDB9D80A875D;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682407;1248568;ZH;261;2021;10;Oktober;aw406;Samstag;23;23h-00h;;;
1;D0F8EB8840C74A37E053DDB9D80AC10C;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683555;1251487;ZH;261;2021;11;November;aw401;Montag;12;12h-13h;;;
1;D301A8D70ECA1470E053DDB9D80AEC9D;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682592;1243167;ZH;261;2021;11;November;aw402;Dienstag;15;15h-16h;;;
1;D301A8D70E321470E053DDB9D80AEC9D;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682612;1249896;ZH;261;2021;11;November;aw403;Mittwoch;9;09h-10h;;;
1;D041859459671AFBE053DDB9D80A341C;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt439;andere;Other;2681842;1248949;ZH;261;2021;11;November;aw405;Freitag;0;00h-01h;;;
4;D0697E368E8C1BEAE053DDB9D80A5CEE;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2683969;1252102;ZH;261;2021;11;November;aw405;Freitag;22;22h-23h;;;
3;D4BDDCBEE67ED651E053DDB9D80A8FBD;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2681067;1249355;ZH;261;2021;11;November;aw406;Samstag;17;17h-18h;;;
2;D3AB977B9DA7167FE053DDB9D80A96D9;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2680598;1248247;ZH;261;2021;11;November;aw402;Dienstag;13;13h-14h;;;
3;D0697E368EE51BEAE053DDB9D80A5CEE;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2679703;1246932;ZH;261;2021;11;November;aw402;Dienstag;15;15h-16h;;;
2;D0D0250A0F2539C8E053DDB9D80A939D;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;TRUE;rt433;Nebenstrasse;Minor road;2681875;1247624;ZH;261;2021;11;November;aw403;Mittwoch;15;15h-16h;;;
3;D3CE401133838F33E053DDB9D80A170A;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2684267;1247298;ZH;261;2021;11;November;aw403;Mittwoch;18;18h-19h;;;
1;D1FDEEAA1B0396F4E053DDB9D80AE50F;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682656;1246204;ZH;261;2021;11;November;aw404;Donnerstag;9;09h-10h;;;
3;D602197513170062E053DDB9D80A2A26;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682540;1248798;ZH;261;2021;11;November;aw404;Donnerstag;10;10h-11h;;;
4;D0F8EB8850624A37E053DDB9D80AC10C;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2680571;1247035;ZH;261;2021;11;November;aw404;Donnerstag;12;12h-13h;;;
1;D4E545460A897704E053DDB9D80A93DE;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682191;1248084;ZH;261;2021;11;November;aw404;Donnerstag;18;18h-19h;;;
1;D18A7287BB325046E053DDB9D80ACCC0;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683389;1253425;ZH;261;2021;11;November;aw405;Freitag;9;09h-10h;;;
3;D28A69AB01C7E54EE053DDB9D80A7114;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683090;1247960;ZH;261;2021;11;November;aw405;Freitag;17;17h-18h;;;
1;D2B15BE1E41920E8E053DDB9D80A2F29;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683392;1248771;ZH;261;2021;11;November;aw405;Freitag;17;17h-18h;;;
1;D150F555B9EDD3FCE053DDB9D80A06BC;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2682558;1250195;ZH;261;2021;11;November;aw406;Samstag;4;04h-05h;;;
3;D6DD97063B9972CBE053DDB9D80A6AE2;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681025;1247982;ZH;261;2021;11;November;aw406;Samstag;13;13h-14h;;;
1;D0D01C9D03E3DB8CE053DDB9D80AE708;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683738;1246309;ZH;261;2021;11;November;aw406;Samstag;18;18h-19h;;;
3;D1752E7248BAD904E053DDB9D80A57B7;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682844;1247460;ZH;261;2021;11;November;aw401;Montag;18;18h-19h;;;
1;D0F8EB88025B4A37E053DDB9D80AC10C;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt439;andere;Other;2687232;1250340;ZH;261;2021;11;November;aw401;Montag;21;21h-22h;;;
3;D4C24D43F302F1B7E053DDB9D80A9756;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2683899;1247682;ZH;261;2021;11;November;aw402;Dienstag;16;16h-17h;;;
2;D45E201C63755410E053DDB9D80A6EEC;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682445;1248070;ZH;261;2021;11;November;aw402;Dienstag;18;18h-19h;;;
4;D354E0DD5E1828D7E053DDB9D80A8BEE;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2684531;1246556;ZH;261;2021;11;November;aw405;Freitag;18;18h-19h;;;
1;D18A7287BC815046E053DDB9D80ACCC0;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682460;1247555;ZH;261;2021;11;November;aw406;Samstag;0;00h-01h;;;
1;D5353B1D8DD76263E053DDB9D80A4D76;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682395;1248541;ZH;261;2021;11;November;aw406;Samstag;19;19h-20h;;;
2;D2000B5A3A359FC5E053DDB9D80A3EDF;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682187;1247764;ZH;261;2021;11;November;aw407;Sonntag;0;00h-01h;;;
1;D19ACA70D40EFCB4E053DDB9D80AF64B;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682082;1245272;ZH;261;2021;11;November;aw401;Montag;11;11h-12h;;;
1;D2A5B2C1CDB420D4E053DDB9D80A45B0;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2679535;1249100;ZH;261;2021;11;November;aw402;Dienstag;17;17h-18h;;;
3;D18A7287BCE55046E053DDB9D80ACCC0;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682576;1247569;ZH;261;2021;11;November;aw404;Donnerstag;16;16h-17h;;;
1;D34595A3AD23F406E053DDB9D80A299E;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680197;1248530;ZH;261;2021;11;November;aw407;Sonntag;13;13h-14h;;;
1;D1FD11741697CE59E053DDB9D80A9852;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682512;1244308;ZH;261;2021;11;November;aw407;Sonntag;16;16h-17h;;;
1;D340B9053D0B56C3E053DDB9D80A143A;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681504;1248998;ZH;261;2021;11;November;aw401;Montag;8;08h-09h;;;
1;D3A32E779507B810E053DDB9D80A3CB9;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681809;1245634;ZH;261;2021;11;November;aw402;Dienstag;18;18h-19h;;;
2;D52485582DB400C4E053DDB9D80A57C4;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2683785;1248553;ZH;261;2021;11;November;aw402;Dienstag;21;21h-22h;;;
1;D1FD1174193FCE59E053DDB9D80A9852;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683454;1247113;ZH;261;2021;12;Dezember;aw404;Donnerstag;17;17h-18h;;;
1;D354D60B07EE04ACE053DDB9D80A0BDF;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2681372;1248459;ZH;261;2021;12;Dezember;aw406;Samstag;2;02h-03h;;;
2;D5530BD91E25609FE053DDB9D80A38F6;at3;Abbiegeunfall;Accident when turning left or right;Turning;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682868;1247414;ZH;261;2021;12;Dezember;aw406;Samstag;17;17h-18h;;;
1;D354E77C43A728D2E053DDB9D80AF868;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2685448;1248186;ZH;261;2021;12;Dezember;aw407;Sonntag;21;21h-22h;;;
4;D354EF62E3C560A2E053DDB9D80A4C0B;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683438;1248908;ZH;261;2021;12;Dezember;aw401;Montag;17;17h-18h;;;
1;D4D35F6D3D939445E053DDB9D80A11D4;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2679135;1248119;ZH;261;2021;12;Dezember;aw402;Dienstag;8;08h-09h;;;
2;D2B2A9105A936E8DE053DDB9D80A86FB;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2683927;1251275;ZH;261;2021;12;Dezember;aw404;Donnerstag;19;19h-20h;;;
4;D302F5DFF2A54808E053DDB9D80ADA06;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680602;1248584;ZH;261;2021;12;Dezember;aw405;Freitag;18;18h-19h;;;
4;D354E0DD377B28D7E053DDB9D80A8BEE;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682038;1247738;ZH;261;2021;12;Dezember;aw401;Montag;14;14h-15h;;;
2;D6DD915707179676E053DDB9D80A1FF1;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2681569;1247711;ZH;261;2021;12;Dezember;aw401;Montag;21;21h-22h;;;
3;D45AF7E0CD229BD4E053DDB9D80A49D0;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683229;1248095;ZH;261;2021;12;Dezember;aw405;Freitag;17;17h-18h;;;
1;D4BDDCBEE532D651E053DDB9D80A8FBD;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2679069;1249097;ZH;261;2021;12;Dezember;aw405;Freitag;18;18h-19h;;;
3;D6DD91572CF79676E053DDB9D80A1FF1;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2683362;1250456;ZH;261;2021;12;Dezember;aw406;Samstag;0;00h-01h;;;
1;D5353C465EBC6448E053DDB9D80AA415;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682796;1248297;ZH;261;2021;12;Dezember;aw404;Donnerstag;1;01h-02h;;;
3;D5353B2E5664025CE053DDB9D80AA3C8;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681587;1247186;ZH;261;2021;12;Dezember;aw404;Donnerstag;16;16h-17h;;;
2;D602197514AD0062E053DDB9D80A2A26;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2686547;1251375;ZH;261;2021;12;Dezember;aw404;Donnerstag;16;16h-17h;;;
1;D4A88E0DFF9652C1E053DDB9D80AAAC8;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683595;1248109;ZH;261;2021;12;Dezember;aw402;Dienstag;9;09h-10h;;;
3;D77DD6CC472812D2E053DDB9D80AFA2B;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683595;1246861;ZH;261;2021;12;Dezember;aw402;Dienstag;18;18h-19h;;;
1;D4A88E0E003352C1E053DDB9D80AAAC8;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682798;1248296;ZH;261;2021;12;Dezember;aw404;Donnerstag;18;18h-19h;;;
4;D5530BD8A991609FE053DDB9D80A38F6;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2683858;1247174;ZH;261;2021;12;Dezember;aw405;Freitag;11;11h-12h;;;
