Order;;AccidentType;AccidentType_de;AccidentType_en;types;AccidentSeverityCategory;AccidentSeverityCategory_de;AccidentSeverityCategory_en;AccidentInvolvingPedestrian;AccidentInvolvingBicycle;AccidentInvolvingMotorcycle;RoadType;RoadType_de;RoadType_en;AccidentLocation_CHLV95_E;AccidentLocation_CHLV95_N;CantonCode;MunicipalityCode;AccidentYear;AccidentMonth;AccidentMonth_de;AccidentWeekDay;AccidentWeekDay_de;AccidentHour;AccidentHour_text;;;
1;C46CF8FD4A2D860CE053DDB9D80A1A21;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2685853;1246503;ZH;261;2021;6;Juni;aw406;Samstag;22;22h-23h;;;
1;C5461C64B24B0822E053DDB9D80AFE9C;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2685098;1252293;ZH;261;2021;6;Juni;aw407;Sonntag;13;13h-14h;;;
1;C5392F040861ABBBE053DDB9D80ABD6F;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2679950;1248568;ZH;261;2021;6;Juni;aw407;Sonntag;13;13h-14h;;;
1;C6FB9D372343AEE3E053DDB9D80A2E83;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt439;andere;Other;2683071;1248710;ZH;261;2021;6;Juni;aw407;Sonntag;15;15h-16h;;;
1;C60AE296E4E74D3DE053DDB9D80AF655;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2682986;1248242;ZH;261;2021;6;Juni;aw401;Montag;12;12h-13h;;;
3;C722F4C26362BA34E053DDB9D80AD144;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682632;1247489;ZH;261;2021;6;Juni;aw401;Montag;15;15h-16h;;;
1;C7B0ADC796CB98ABE053DDB9D80AA7BC;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2684902;1246740;ZH;261;2021;6;Juni;aw401;Montag;15;15h-16h;;;
1;C4B37564C9D970CAE053DDB9D80A7497;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682746;1249547;ZH;261;2021;6;Juni;aw401;Montag;18;18h-19h;;;
1;C4DC221E34151ECFE053DDB9D80A4CB5;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2683784;1248689;ZH;261;2021;6;Juni;aw402;Dienstag;12;12h-13h;;;
3;C7C67C952C2C0086E053DDB9D80ACAD4;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683299;1246755;ZH;261;2021;6;Juni;aw402;Dienstag;18;18h-19h;;;
1;C5CD0030E9A9942CE053DDB9D80AC548;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683317;1248924;ZH;261;2021;6;Juni;aw402;Dienstag;19;19h-20h;;;
3;C7794D5249DD193DE053DDB9D80A3E4D;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681634;1247520;ZH;261;2021;6;Juni;aw403;Mittwoch;7;07h-08h;;;
1;C5BD0F117BA59419E053DDB9D80AFFBE;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682959;1243020;ZH;261;2021;6;Juni;aw403;Mittwoch;8;08h-09h;;;
1;C54215F0F37005EEE053DDB9D80A7C49;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682861;1246352;ZH;261;2021;6;Juni;aw403;Mittwoch;8;08h-09h;;;
1;C47737B44FE58792E053DDB9D80A683F;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682498;1246139;ZH;261;2021;6;Juni;aw403;Mittwoch;9;09h-10h;;;
1;C6EAE8912062ECD5E053DDB9D80A55D4;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682837;1246441;ZH;261;2021;6;Juni;aw403;Mittwoch;17;17h-18h;;;
1;C57CF4722443FF46E053DDB9D80A56EB;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682774;1247432;ZH;261;2021;6;Juni;aw404;Donnerstag;13;13h-14h;;;
4;C53A6627E197AB9AE053DDB9D80AC5A1;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683482;1248275;ZH;261;2021;6;Juni;aw404;Donnerstag;16;16h-17h;;;
1;C7237DAD1FF51BA1E053DDB9D80AAD88;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681808;1249370;ZH;261;2021;6;Juni;aw404;Donnerstag;17;17h-18h;;;
1;C96A5E3C6580F53FE053DDB9D80AA39D;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682252;1247830;ZH;261;2021;6;Juni;aw404;Donnerstag;18;18h-19h;;;
4;C53932B91BB7AB9EE053DDB9D80AB6D0;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2679509;1248348;ZH;261;2021;6;Juni;aw404;Donnerstag;21;21h-22h;;;
1;CC063870BD0852DFE053DDB9D80A1F09;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682163;1247743;ZH;261;2021;6;Juni;aw405;Freitag;1;01h-02h;;;
1;C5BC8AC1AEB59414E053DDB9D80A1776;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680912;1249830;ZH;261;2021;6;Juni;aw405;Freitag;7;07h-08h;;;
1;C722F4C22FADBA34E053DDB9D80AD144;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682855;1246006;ZH;261;2021;6;Juni;aw405;Freitag;10;10h-11h;;;
2;C53933088584ABABE053DDB9D80A6ECB;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2683623;1252025;ZH;261;2021;6;Juni;aw405;Freitag;16;16h-17h;;;
2;C83D5AD0A3F2ADB5E053DDB9D80A461D;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683499;1251702;ZH;261;2021;6;Juni;aw405;Freitag;21;21h-22h;;;
1;C96EE024FDDAFA6EE053DDB9D80A566B;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681669;1249159;ZH;261;2021;6;Juni;aw401;Montag;16;16h-17h;;;
4;C5D1BFE6E4031676E053DDB9D80A4197;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2682954;1251932;ZH;261;2021;6;Juni;aw401;Montag;18;18h-19h;;;
1;C5CDAD10B1DC14FDE053DDB9D80AB38A;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2679485;1248935;ZH;261;2021;6;Juni;aw402;Dienstag;0;00h-01h;;;
2;C5D1BFE7042B1676E053DDB9D80A4197;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2678200;1250202;ZH;261;2021;6;Juni;aw402;Dienstag;9;09h-10h;;;
3;CEC335D214E1F19DE053DDB9D80A5794;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682460;1248087;ZH;261;2021;6;Juni;aw402;Dienstag;15;15h-16h;;;
4;CAC095A5EB8F2BF3E053DDB9D80AAEA4;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2681434;1247207;ZH;261;2021;6;Juni;aw402;Dienstag;15;15h-16h;;;
1;C83D5AD0A379ADB5E053DDB9D80A461D;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683015;1248203;ZH;261;2021;6;Juni;aw402;Dienstag;20;20h-21h;;;
1;C5CD00311220942CE053DDB9D80AC548;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683420;1248635;ZH;261;2021;6;Juni;aw403;Mittwoch;9;09h-10h;;;
1;C805BE10B62A6F9FE053DDB9D80AADE3;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681766;1243466;ZH;261;2021;6;Juni;aw403;Mittwoch;11;11h-12h;;;
1;C57C856DE8152CB1E053DDB9D80A9170;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683450;1247108;ZH;261;2021;6;Juni;aw403;Mittwoch;13;13h-14h;;;
1;C60AE296FFD64D3DE053DDB9D80AF655;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681752;1247292;ZH;261;2021;6;Juni;aw403;Mittwoch;15;15h-16h;;;
1;C96A5E3C6830F53FE053DDB9D80AA39D;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681895;1246181;ZH;261;2021;6;Juni;aw403;Mittwoch;22;22h-23h;;;
2;CD750D57C171350EE053DDB9D80A2219;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2684410;1247079;ZH;261;2021;6;Juni;aw404;Donnerstag;13;13h-14h;;;
1;C60ADB64AB834D49E053DDB9D80A17DD;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681547;1249031;ZH;261;2021;6;Juni;aw405;Freitag;2;02h-03h;;;
1;C696FD8A3CA5276CE053DDB9D80A855A;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680793;1248011;ZH;261;2021;6;Juni;aw405;Freitag;21;21h-22h;;;
4;C96A5E3C6988F53FE053DDB9D80AA39D;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680908;1248061;ZH;261;2021;6;Juni;aw405;Freitag;21;21h-22h;;;
1;C722F4C2C224BA34E053DDB9D80AD144;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683396;1247430;ZH;261;2021;6;Juni;aw406;Samstag;0;00h-01h;;;
4;C60ADB64AA8D4D49E053DDB9D80A17DD;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683581;1253056;ZH;261;2021;6;Juni;aw406;Samstag;18;18h-19h;;;
1;C5BC0AB273579411E053DDB9D80A6281;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt439;andere;Other;2681522;1247820;ZH;261;2021;6;Juni;aw407;Sonntag;6;06h-07h;;;
1;C5BC8AC1B02B9414E053DDB9D80A1776;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt439;andere;Other;2684585;1250845;ZH;261;2021;6;Juni;aw407;Sonntag;14;14h-15h;;;
1;C65C29D1C1A2E48CE053DDB9D80A9C62;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2681677;1244196;ZH;261;2021;6;Juni;aw407;Sonntag;16;16h-17h;;;
1;C696FE85055628FFE053DDB9D80A72B4;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681668;1247671;ZH;261;2021;6;Juni;aw407;Sonntag;17;17h-18h;;;
1;C6EC38400087C27FE053DDB9D80ADDC8;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt439;andere;Other;2679559;1250295;ZH;261;2021;6;Juni;aw407;Sonntag;18;18h-19h;;;
4;C959EC1311F3301AE053DDB9D80A4A60;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2684063;1246503;ZH;261;2021;6;Juni;aw401;Montag;9;09h-10h;;;
1;C621C8AB925EEDA6E053DDB9D80ADE9B;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682193;1247539;ZH;261;2021;6;Juni;aw401;Montag;21;21h-22h;;;
1;C6E7C76621A0DE0CE053DDB9D80AEBA4;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683365;1248816;ZH;261;2021;6;Juni;aw402;Dienstag;6;06h-07h;;;
3;C6235601B11FCD5DE053DDB9D80A0B36;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683741;1250410;ZH;261;2021;6;Juni;aw402;Dienstag;13;13h-14h;;;
4;C7C67C952BB40086E053DDB9D80ACAD4;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2683564;1246751;ZH;261;2021;6;Juni;aw403;Mittwoch;8;08h-09h;;;
4;C5CDAFFFE8D817E9E053DDB9D80AC046;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681812;1248107;ZH;261;2021;6;Juni;aw403;Mittwoch;15;15h-16h;;;
2;CB009B8F62C02608E053DDB9D80AAB34;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681664;1246969;ZH;261;2021;6;Juni;aw403;Mittwoch;16;16h-17h;;;
2;C69BE8FC8AEBF4B2E053DDB9D80A1741;at3;Abbiegeunfall;Accident when turning left or right;Turning;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2683622;1252021;ZH;261;2021;6;Juni;aw403;Mittwoch;18;18h-19h;;;
2;C702843B6E195ADEE053DDB9D80A800B;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2682701;1250252;ZH;261;2021;6;Juni;aw403;Mittwoch;18;18h-19h;;;
2;C5CDB7119C0417BFE053DDB9D80AB369;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2683899;1251672;ZH;261;2021;7;Juli;aw404;Donnerstag;15;15h-16h;;;
1;C6FB9D371F68AEE3E053DDB9D80A2E83;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2678625;1248546;ZH;261;2021;7;Juli;aw404;Donnerstag;19;19h-20h;;;
1;CB135761C4B9BAC4E053DDB9D80A4CB1;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681998;1247644;ZH;261;2021;7;Juli;aw406;Samstag;0;00h-01h;;;
1;C96EE024FE25FA6EE053DDB9D80A566B;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681623;1249087;ZH;261;2021;7;Juli;aw406;Samstag;1;01h-02h;;;
1;C65C29D1FD19E48CE053DDB9D80A9C62;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680310;1250813;ZH;261;2021;7;Juli;aw406;Samstag;1;01h-02h;;;
1;C8CB62FD6FC9101FE053DDB9D80A2B36;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2680546;1249778;ZH;261;2021;7;Juli;aw406;Samstag;2;02h-03h;;;
1;C5D1BFE741041676E053DDB9D80A4197;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2684298;1246585;ZH;261;2021;7;Juli;aw406;Samstag;9;09h-10h;;;
3;C702843B73D35ADEE053DDB9D80A800B;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681863;1247725;ZH;261;2021;7;Juli;aw407;Sonntag;14;14h-15h;;;
4;C82FEAB60D068F36E053DDB9D80A92E6;at5;Überqueren der Fahrbahn;Accident when crossing the lane(s);crossing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682555;1246481;ZH;261;2021;7;Juli;aw401;Montag;18;18h-19h;;;
1;C722F4C23142BA34E053DDB9D80AD144;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681559;1249952;ZH;261;2021;7;Juli;aw401;Montag;18;18h-19h;;;
1;C84571026094BE44E053DDB9D80A36CA;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt439;andere;Other;2683161;1248573;ZH;261;2021;7;Juli;aw405;Freitag;8;08h-09h;;;
3;CB9ECD2EAFB7AE38E053DDB9D80A9054;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2684305;1246585;ZH;261;2021;7;Juli;aw405;Freitag;17;17h-18h;;;
1;C81574EAB09F246FE053DDB9D80ACB5A;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681314;1247813;ZH;261;2021;7;Juli;aw406;Samstag;13;13h-14h;;;
2;C8293628430B9289E053DDB9D80A3782;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2682166;1246499;ZH;261;2021;7;Juli;aw406;Samstag;16;16h-17h;;;
2;CAB104DDE76C2BD7E053DDB9D80AE2AF;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2683945;1247535;ZH;261;2021;7;Juli;aw406;Samstag;17;17h-18h;;;
3;C722F4C2322DBA34E053DDB9D80AD144;at1;Überholunfall oder Fahrstreifenwechsel;Accident when overtaking or changing lanes;overtaking/changing lanes;as4;Unfall mit Sachschaden;Accident with property damage;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2681579;1247479;ZH;261;2021;7;Juli;aw401;Montag;17;17h-18h;;;
1;C88F42C0F78325BDE053DDB9D80AFC7A;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2682789;1244760;ZH;261;2021;7;Juli;aw401;Montag;17;17h-18h;;;
1;C7237DACF4E71BA1E053DDB9D80AAD88;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2684509;1245501;ZH;261;2021;7;Juli;aw402;Dienstag;7;07h-08h;;;
1;C77381301E3ECD26E053DDB9D80A2E3D;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2685317;1251693;ZH;261;2021;7;Juli;aw402;Dienstag;8;08h-09h;;;
1;C88F5E8D054546F6E053DDB9D80A3766;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2684762;1248199;ZH;261;2021;7;Juli;aw403;Mittwoch;17;17h-18h;;;
2;C5D1BFE749AB1676E053DDB9D80A4197;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2681968;1247770;ZH;261;2021;7;Juli;aw406;Samstag;1;01h-02h;;;
1;C77381303006CD26E053DDB9D80A2E3D;at0;Schleuder- oder Selbstunfall;Accident with skidding or self-accident;Skidding/Self-accident;as2;Unfall mit Schwerverletzten;Accident with severe injuries;FALSE;TRUE;FALSE;rt433;Nebenstrasse;Minor road;2679738;1248814;ZH;261;2021;7;Juli;aw407;Sonntag;8;08h-09h;;;
2;CB91A47F42D8863AE053DDB9D80AC133;at3;Abbiegeunfall;Accident when turning left or right;Turning;as3;Unfall mit Leichtverletzten;Accident with light injuries;FALSE;TRUE;FALSE;rt432;Hauptstrasse;Principal road;2682871;1244236;ZH;261;2021;7;Juli;aw407;Sonntag;14;14h-15h;;;
